Grado;Graduado;N/E;OCTUBRE 2014 - FEBRERO 2015;ADMINISTRACI�NDEEMPRESAS;;3;;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;OCTUBRE 2014 - FEBRERO 2015;CONTABILIDADSUPERIOR;3;13;3;12;;;;;;;;;;;;;3;13;;;;;;;;;;;;;;;;;;;;;16;1
Grado;Graduado;N/E;OCTUBRE 2014 - FEBRERO 2015;COMERCIOINTERNACIONAL;10;12;10;12;;;;;;;;;;;;;10;12;;;;;;;;;;;;;;;;;;;;;22;1
Grado;Graduado;N/E;OCTUBRE 2014 - FEBRERO 2015;INGENIER�ACOMERCIALADMINISTRADOR;4;6;4;5;;1;;;;;;;;;;;4;6;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;OCTUBRE 2014 - FEBRERO 2015;INGENIERIACOMERCIALENFASISFINANZAS;1;17;1;16;;1;;;;;;;;;;;1;17;;;;;;;;;;;;;;;;;;;;;18;1
Grado;Graduado;N/E;OCTUBRE 2014 - FEBRERO 2015;JURISPRUDENCIA;1;4;1;4;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;ARQUITECTURA;4;8;4;8;;;;;;;;;;;;;4;8;;;;;;;;;;;;;;;;;;;;;12;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;AGROPECUARIA;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;CIENCIASAMBIENTALESYECODESARROLLO;2;1;2;1;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;ZOOTECNIA;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;COMUNICACIÓNSOCIAL;3;3;3;3;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;6;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;LICENCIATURAENDISEÑOYPRODUCCIÓNDEVESTUARIO;;1;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;DISE�OGR�FICOYCONTROLDEPROCESOS;2;3;2;3;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;DISE�ODEPRODUCTOSYCONTROLDEPROCESOS;;2;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;CIENCIASDELAEDUCACI�N;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;ECOTURISMO;2;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;HOTELER�A;4;10;3;10;1;;;;;;;;;;;;4;10;;;;;;;;;;;;;;;;;;;;;14;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;GASTRONOM�A;2;1;2;1;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;TURISMO;2;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;INGENIER�AENSISTEMAS;1;1;1;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;2;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;ADMINISTRACI�NDEEMPRESAS;;10;;10;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;LICENCIATURAENCONTABILIDAD;1;3;1;3;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;CONTABILIDADSUPERIOR;;6;1;5;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;6;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;COMERCIOYNEGOCIOSINTERNACIONALES;5;2;5;1;;1;;;;;;;;;;;5;2;;;;;;;;;;;;;;;;;;;;;7;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;COMERCIOINTERNACIONAL;1;2;1;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;3;1
